OID_	IDENT	NAME	UPPER_DESC	UPPER_VAL	UPPER_UOM	UPPER_CODE	LOWER_DESC	LOWER_VAL	LOWER_UOM	LOWER_CODE	TYPE_CODE	LOCAL_TYPE	CLASS	MIL_CODE	COMM_NAME	LEVEL	SECTOR	ONSHORE	EXCLUSION	WKHR_CODE	WKHR_RMK	DST	GMTOFFSET	SHAPE_Leng	SHAPE_Area	AirCheck
2606	 	MCCALL CLASS E5	AA	-9998	 	 	 	1200	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	4.597458696	1.030486111	Pass
2607	 	MC COMB CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.998839861	0.050164576	Pass
2608	 	LONGVILLE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.909696639	0.06243381	Pass
2609	 	MALVERN CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.741928894	0.043235019	Pass
2610	 	MARIPOSA CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.77095202	0.046392892	Pass
2611	 	MCCONNELLSBURG CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.725801079	0.040864722	Pass
2612	 	MCCOOK CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.909482472	0.064113779	Pass
2613	 	LORIS CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.740721684	0.0431119	Pass
2614	 	LOS ALAMOS CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.054585828	0.087109075	Pass
2615	 	LOS ANGELES CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	2.87990558	0.305	Pass
2616	 	LOS ANGELES CLASS E5	AA	-9998	 	 	 	1200	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	4.243381043	0.767440972	Pass
2617	 	MAMMOTH LAKES CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.783499711	0.047902911	Pass
2618	 	MAMMOTH LAKES CLASS E5	AA	-9998	 	 	 	1200	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	2.9	0.455277778	Pass
2619	 	MANCHESTER CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	2.860597821	0.628584051	Pass
2620	 	MANDAN CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.244305366	0.11694651	Pass
2621	 	MANDAN CLASS E5	AA	-9998	 	 	 	1200	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	3.880856614	1.138577264	Pass
2622	 	MANGUM CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.035661041	0.084165362	Pass
2623	 	MARKS CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.810933943	0.05166038	Pass
2624	 	MCGEHEE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.726915644	0.041550812	Pass
2625	 	MCGRATH CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.749433373	0.189925484	Pass
2626	 	MCGRATH CLASS E5	AA	-9998	 	 	 	1200	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	7.773451916	3.857415907	Pass
2627	 	LOS BANOS CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.830142752	0.043459882	Pass
2628	 	LOUISA CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.762057749	0.045275726	Pass
2629	 	MANILA CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.750002279	0.044056219	Pass
2630	 	MANISTEE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.945020906	0.157836907	Pass
2631	 	MARKSVILLE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.73851056	0.043035553	Pass
2632	 	LIBERTY CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.738380462	0.042699868	Pass
2633	 	LOUISBURG CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.762431961	0.045517031	Pass
2634	 	MANISTIQUE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.834826537	0.05284841	Pass
2635	 	MANISTIQUE CLASS E5	AA	-9998	 	 	 	1200	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.1559205	0.101321115	Pass
2636	 	MANITOWOC CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.198034072	0.089061124	Pass
2637	 	MANKATO CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.168520337	0.086192737	Pass
2638	 	MARLETTE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.848920439	0.055278403	Pass
2639	 	LIBERTY CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.790788179	0.049400785	Pass
2640	 	LIHUE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.852058174	0.044735634	Pass
2641	 	LINCOLN CITY CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.381098287	0.01106259	Pass
2642	 	LOUISVILLE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.805238198	0.051024096	Pass
2643	 	LOUISVILLE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.022742358	0.077985413	Pass
2644	 	LOUP CITY CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.942795729	0.06866848	Pass
2645	 	LOVELOCK CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.891979731	0.047033187	Pass
2646	 	MANNING CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.807514158	0.051278582	Pass
2647	 	MANSFIELD CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.731350029	0.042153122	Pass
2648	 	MANSFIELD CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.023029791	0.080662191	Pass
2649	 	MANSFIELD CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	2.178181412	0.200095856	Pass
2650	 	LINCOLN CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.848495842	0.055811236	Pass
2651	 	LINCOLN CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.50522376	0.172303569	Pass
2652	 	LINCOLN CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.66811385	0.141761497	Pass
2653	 	LOVELOCK CLASS E5	AA	-9998	 	 	 	1200	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	2.345141302	0.141928357	Pass
2654	 	LOVELOCK CLASS E5	AA	-9998	 	 	 	1200	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.414859787	0.006331401	Pass
2655	 	LOVINGTON CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.903498762	0.050273764	Pass
2656	 	MANTEO CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.820462381	0.052720565	Pass
2657	 	MARSHALL CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.058552333	0.072911071	Pass
2658	 	LINCOLNTON CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.747812909	0.043833892	Pass
2659	 	LINTON CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.965964174	0.07067165	Pass
2660	 	LINTON CLASS E5	AA	-9998	 	 	 	1200	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	8.24335879	5.146636123	Pass
2661	 	LITCHFIELD CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.500713199	0.113779931	Pass
2662	 	LOWELL CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.783213429	0.047397824	Pass
2663	 	LUBBOCK CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	2.750859083	0.402594012	Pass
2664	 	LUCIN CLASS E5	AA	-9998	 	 	 	1200	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.612769432	0.138185943	Pass
2665	 	MANY CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.74044672	0.043237708	Pass
2666	 	MAPLE LAKE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.802517248	0.049005236	Pass
2667	 	MARSHALL CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.803079486	0.049662516	Pass
2668	 	MARSHALL CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.947341557	0.068524042	Pass
2669	 	MARSHALL CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.926327839	0.05630588	Pass
2670	 	LITCHVILLE CLASS E5	AA	-9998	 	 	 	1200	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	2.323074786	0.200578704	Pass
2671	 	LITTLE FALLS CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.898789349	0.061264533	Pass
2672	 	LUDINGTON CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.879695199	0.059206682	Pass
2673	 	MAQUOKETA CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.832471666	0.049035618	Pass
2674	 	MARANA REGIONAL CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.755748975	0.04499224	Pass
2675	 	MARSHALL CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.832722683	0.047498552	Pass
2676	 	MARSHALLTOWN CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.877658917	0.051074651	Pass
2677	 	LITTLE RIVER CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.793912462	0.048984205	Pass
2678	 	LUFKIN CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.300567721	0.080061862	Pass
2679	 	MARATHON CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.914130762	0.049322461	Pass
2680	 	MARCO ISLAND CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.77488545	0.047598051	Pass
2681	 	MARSHFIELD CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.789571609	0.04803146	Pass
2682	 	MARSHFIELD CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.879356674	0.053305809	Pass
2683	 	LITTLEFIELD CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.763041578	0.045761471	Pass
2684	 	LUMBERTON CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.813000083	0.051890715	Pass
2685	 	LURAY CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.73567782	0.23449405	Pass
2686	 	ALTA VISTA RANCH CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.779793483	0.048032994	Pass
2687	 	MARTIN CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.835212816	0.053537509	Pass
2688	 	MARTINSVILLE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.722674418	0.040570693	Pass
2689	 	LIVE OAK CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.794344314	0.049769631	Pass
2690	 	LIVERMORE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.478832783	0.104368811	Pass
2691	 	LUVERNE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.801447769	0.049210232	Pass
2692	 	LYNDONVILLE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.967991094	0.057742241	Pass
2693	 	MARFA CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.746805883	0.044044354	Pass
2694	 	MARIANNA CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.732557258	0.042117194	Pass
2695	 	MARTINSVILLE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.985366364	0.059529597	Pass
2696	 	MARYSVILLE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	2.156653758	0.215635621	Pass
2697	 	MARYSVILLE CLASS E5	AA	-9998	 	 	 	1200	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	6.673136004	1.314399555	Pass
2698	 	LIVINGSTON CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.068414347	0.065475811	Pass
2699	 	LYONS CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.776013772	0.046911407	Pass
2700	 	MACHIAS CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.051215401	0.084283918	Pass
2701	 	MACOMB CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.015992336	0.060804074	Pass
2702	 	MACON CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.903926087	0.213679217	Pass
2703	 	MACON CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.80913408	0.050815304	Pass
2704	 	MADERA CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.749374629	0.02872502	Pass
2705	 	MARIANNA CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.737417946	0.042921366	Pass
2706	 	MARIENVILLE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.735822967	0.041804026	Pass
2707	 	MARYSVILLE CLASS E5	AA	-9998	 	 	 	8500	FT	MSL	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	2.438273554	0.248530524	Pass
2708	 	MARYSVILLE CLASS E5	AA	-9998	 	 	 	10500	FT	MSL	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	4.7	0.916666667	Pass
2709	 	MARYSVILLE CLASS E5	AA	-9998	 	 	 	12500	FT	MSL	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.200016665	0.085558611	Pass
2710	 	LIVINGSTON CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.725455956	0.041547299	Pass
2711	 	LLANO CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.008552739	0.062233773	Pass
2712	 	LOCK HAVEN CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.173820457	0.106497051	Pass
2713	 	MADILL CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.72939761	0.041800218	Pass
2714	 	MADISON CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.726877222	0.041546948	Pass
2715	 	MARION CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.802050211	0.050667097	Pass
2716	 	MARION CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.804456828	0.187831906	Pass
2717	 	MARYSVILLE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.966729856	0.053557995	Pass
2718	 	MARYVILLE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.7892302	0.048259157	Pass
2719	 	LODI CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.464080108	0.013017513	Pass
2720	 	ALTOONA HOSPITAL HELIPORT CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.729661453	0.041227097	Pass
2721	 	LOGAN CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	2.310698644	0.23067824	Pass
2722	 	LOGAN CLASS E5	AA	-9998	 	 	 	1200	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	2.573022956	0.385322326	Pass
2723	 	LOGAN CLASS E5	AA	-9998	 	 	 	10500	FT	MSL	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	2.994507141	0.239553656	Pass
2724	 	LOGAN CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.189276541	0.110311463	Pass
2725	 	LOMPOC CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.391741453	0.091044399	Pass
2726	 	MADISON CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.838534768	0.054717659	Pass
2727	 	MADISON CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.813044429	0.050355574	Pass
2728	 	MADISON CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.536971296	0.129138308	Pass
2729	 	MADISONVILLE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.770032779	0.046298582	Pass
2730	 	MARION CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.850967457	0.056081834	Pass
2731	 	MASON CITY CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.763418145	0.117433635	Pass
2732	 	MASON CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.80551686	0.049908602	Pass
2733	 	MASON CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.915317808	0.048635977	Pass
2734	 	LONDON CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.7584579	0.168978024	Pass
2735	 	LONE ROCK CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.140527829	0.089999649	Pass
2736	 	TODD FIELD CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.808444408	0.049578944	Pass
2737	 	MADISONVILLE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.71503492	0.040351699	Pass
2738	 	MAGEE CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.719016408	0.040754539	Pass
2739	 	MARION-CRITTENDEN COUNTY AIRPORT CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.793595842	0.049177852	Pass
2740	 	MARION CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.701961743	0.038610228	Pass
2741	 	MASSENA CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.171910512	0.064395899	Pass
2742	 	MATTOON/CHARLESTON CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.79535419	0.049133487	Pass
2743	 	MAXTON CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.049036526	0.071537831	Pass
2744	 	MAXWELL CLASS E5	AA	-9998	 	 	 	1200	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	2.712683568	0.426857807	Pass
2745	 	MAYFIELD CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.754824382	0.044544956	Pass
2746	 	MCALESTER CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.046984756	0.055855406	Pass
2747	 	LONGMONT CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.800048052	0.049618802	Pass
2748	 	LONGVIEW CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	1.099471214	0.062864997	Pass
2749	 	MAGNOLIA CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.736596641	0.042690545	Pass
2750	 	MAHNOMEN CLASS E5	AA	-9998	 	 	 	700	FT	SFC	CLASS	CLASS_E5	E	CIV	 	L	 	1	0	H24	 	 	 	0.78224066	0.046098582	Pass
